path,sha256,firstCommit,category,action,packaging,rationale,sourceEvidence
src/main/resources/com/dpscalc/prayer-order.json,c02583053794353865b0c9a730d64597ae53edaf2b4b67b09c761a6de4d3b79f,675ba7a9b382758d74d20993885999f2fb14eb5e,gpl-data,replace,runtime,"Native/Wiki calculator data or generated fixtures per NOTICE; facts do not clear copied tables, generators or selection.",
src/main/resources/com/dpscalc/prayers/AUGURY.png,bf7e6dced9cd1a4a8ba79ae66a26e4306cf0fe6da3eefe1652c17d81ca759cf0,675ba7a9b382758d74d20993885999f2fb14eb5e,asset-review,replace-or-source-via-client,runtime,Image from attributed native/Wiki archives or undocumented export; underlying game artwork may have separate rights.,https://github.com/weirdgloop/osrs-dps-calc/blob/89c3e25/src/public/img/prayers/Augury.png [exact SHA-256]
src/main/resources/com/dpscalc/prayers/BURST_OF_STRENGTH.png,d1e1c07a87fa6b0ef980eb50ffcdc8427ea908288f983c46a2dd609a6f3065dc,675ba7a9b382758d74d20993885999f2fb14eb5e,asset-review,replace-or-source-via-client,runtime,Image from attributed native/Wiki archives or undocumented export; underlying game artwork may have separate rights.,https://github.com/weirdgloop/osrs-dps-calc/blob/89c3e25/src/public/img/prayers/Burst_of_Strength.png [exact SHA-256]
src/main/resources/com/dpscalc/prayers/CHIVALRY.png,c8f5639477c1d538b725279ffe026d24456a16a6625ac67395459e1aa5e70801,675ba7a9b382758d74d20993885999f2fb14eb5e,asset-review,replace-or-source-via-client,runtime,Image from attributed native/Wiki archives or undocumented export; underlying game artwork may have separate rights.,https://github.com/weirdgloop/osrs-dps-calc/blob/89c3e25/src/public/img/prayers/Chivalry.png [exact SHA-256]
src/main/resources/com/dpscalc/prayers/CLARITY_OF_THOUGHT.png,4039a9dfd890fadabf7bc6e85b873a947bffb4237cf19d42eb08426944ababdc,675ba7a9b382758d74d20993885999f2fb14eb5e,asset-review,replace-or-source-via-client,runtime,Image from attributed native/Wiki archives or undocumented export; underlying game artwork may have separate rights.,https://github.com/weirdgloop/osrs-dps-calc/blob/89c3e25/src/public/img/prayers/Clarity_of_Thought.png [exact SHA-256]
src/main/resources/com/dpscalc/prayers/DEADEYE.png,ec07362c47f7cd38452575bbe1c6c231e4af569c5750b34ec14737d26f911c4d,675ba7a9b382758d74d20993885999f2fb14eb5e,asset-review,replace-or-source-via-client,runtime,Image from attributed native/Wiki archives or undocumented export; underlying game artwork may have separate rights.,https://github.com/weirdgloop/osrs-dps-calc/blob/89c3e25/src/public/img/prayers/Deadeye.png [exact SHA-256]
src/main/resources/com/dpscalc/prayers/EAGLE_EYE.png,041db12686248b84de9788daeab969fc08527e98fcae50e011ebd9fd1d367118,675ba7a9b382758d74d20993885999f2fb14eb5e,asset-review,replace-or-source-via-client,runtime,Image from attributed native/Wiki archives or undocumented export; underlying game artwork may have separate rights.,https://github.com/weirdgloop/osrs-dps-calc/blob/89c3e25/src/public/img/prayers/Eagle_Eye.png [exact SHA-256]
src/main/resources/com/dpscalc/prayers/HAWK_EYE.png,17e7ce81bad31fcd804ea3647c107101db58784e6586d6555f87035794bf3c10,675ba7a9b382758d74d20993885999f2fb14eb5e,asset-review,replace-or-source-via-client,runtime,Image from attributed native/Wiki archives or undocumented export; underlying game artwork may have separate rights.,https://github.com/weirdgloop/osrs-dps-calc/blob/89c3e25/src/public/img/prayers/Hawk_Eye.png [exact SHA-256]
src/main/resources/com/dpscalc/prayers/IMPROVED_REFLEXES.png,a5556a6322bab92883f47aaebd80f773264c3c528b51aea2f35b2d8ed852fbab,675ba7a9b382758d74d20993885999f2fb14eb5e,asset-review,replace-or-source-via-client,runtime,Image from attributed native/Wiki archives or undocumented export; underlying game artwork may have separate rights.,https://github.com/weirdgloop/osrs-dps-calc/blob/89c3e25/src/public/img/prayers/Improved_Reflexes.png [exact SHA-256]
src/main/resources/com/dpscalc/prayers/INCREDIBLE_REFLEXES.png,cacfd57bcb16b9798b6b141557c0ec573ff196bffa07439648ed5f557c78a70a,675ba7a9b382758d74d20993885999f2fb14eb5e,asset-review,replace-or-source-via-client,runtime,Image from attributed native/Wiki archives or undocumented export; underlying game artwork may have separate rights.,https://github.com/weirdgloop/osrs-dps-calc/blob/89c3e25/src/public/img/prayers/Incredible_Reflexes.png [exact SHA-256]
src/main/resources/com/dpscalc/prayers/MYSTIC_LORE.png,7997ebfaf59c88ab7b630ab51dae8e51eb76c8694b77cf70c11005fa50049e8c,675ba7a9b382758d74d20993885999f2fb14eb5e,asset-review,replace-or-source-via-client,runtime,Image from attributed native/Wiki archives or undocumented export; underlying game artwork may have separate rights.,https://github.com/weirdgloop/osrs-dps-calc/blob/89c3e25/src/public/img/prayers/Mystic_Lore.png [exact SHA-256]
src/main/resources/com/dpscalc/prayers/MYSTIC_MIGHT.png,a7ece88ec7301c9b4cb421f880104930c8646c244e98cf9573a2d9a86175ff5a,675ba7a9b382758d74d20993885999f2fb14eb5e,asset-review,replace-or-source-via-client,runtime,Image from attributed native/Wiki archives or undocumented export; underlying game artwork may have separate rights.,https://github.com/weirdgloop/osrs-dps-calc/blob/89c3e25/src/public/img/prayers/Mystic_Might.png [exact SHA-256]
src/main/resources/com/dpscalc/prayers/MYSTIC_VIGOUR.png,fb803460eaa7046e4f155a3b37ab6ebcfd52838eb54f09c677d3b6727ab30090,675ba7a9b382758d74d20993885999f2fb14eb5e,asset-review,replace-or-source-via-client,runtime,Image from attributed native/Wiki archives or undocumented export; underlying game artwork may have separate rights.,https://github.com/weirdgloop/osrs-dps-calc/blob/89c3e25/src/public/img/prayers/Mystic_Vigour.png [exact SHA-256]
src/main/resources/com/dpscalc/prayers/MYSTIC_WILL.png,fcfd2de708d9b2ec198f9850ee4432c6a05bb89bcd168c89476a301eeb5b2d23,675ba7a9b382758d74d20993885999f2fb14eb5e,asset-review,replace-or-source-via-client,runtime,Image from attributed native/Wiki archives or undocumented export; underlying game artwork may have separate rights.,https://github.com/weirdgloop/osrs-dps-calc/blob/89c3e25/src/public/img/prayers/Mystic_Will.png [exact SHA-256]
src/main/resources/com/dpscalc/prayers/PIETY.png,6d567931f7cb293610def8f6108b3e99f261aca63ba0eb65b5c6366601a450bb,675ba7a9b382758d74d20993885999f2fb14eb5e,asset-review,replace-or-source-via-client,runtime,Image from attributed native/Wiki archives or undocumented export; underlying game artwork may have separate rights.,https://github.com/weirdgloop/osrs-dps-calc/blob/89c3e25/src/public/img/prayers/Piety.png [exact SHA-256]
src/main/resources/com/dpscalc/prayers/RIGOUR.png,a2c68431f3f151de00ef8eeabc4edaec7f977e2279494d94902f7bf82c543420,675ba7a9b382758d74d20993885999f2fb14eb5e,asset-review,replace-or-source-via-client,runtime,Image from attributed native/Wiki archives or undocumented export; underlying game artwork may have separate rights.,https://github.com/weirdgloop/osrs-dps-calc/blob/89c3e25/src/public/img/prayers/Rigour.png [exact SHA-256]
src/main/resources/com/dpscalc/prayers/ROCK_SKIN.png,6948664abb6061c1a357e88a3399d736dd67cbe9c278af800b38784037714292,675ba7a9b382758d74d20993885999f2fb14eb5e,asset-review,replace-or-source-via-client,runtime,Image from attributed native/Wiki archives or undocumented export; underlying game artwork may have separate rights.,https://github.com/weirdgloop/osrs-dps-calc/blob/89c3e25/src/public/img/prayers/Rock Skin.png [exact SHA-256] ; https://github.com/weirdgloop/osrs-dps-calc/blob/89c3e25/src/public/img/prayers/Rock_Skin.png [exact SHA-256]
src/main/resources/com/dpscalc/prayers/SHARP_EYE.png,bde38db1f31b4be47da9845bd90d1f1b1fa1c21b4eb9ea0192c24ebf2fb1c077,675ba7a9b382758d74d20993885999f2fb14eb5e,asset-review,replace-or-source-via-client,runtime,Image from attributed native/Wiki archives or undocumented export; underlying game artwork may have separate rights.,https://github.com/weirdgloop/osrs-dps-calc/blob/89c3e25/src/public/img/prayers/Sharp_Eye.png [exact SHA-256]
src/main/resources/com/dpscalc/prayers/STEEL_SKIN.png,9249d8b253c9cfc65b1a946f6752e199c2a50f5f6a29dea714147135171ef2d9,675ba7a9b382758d74d20993885999f2fb14eb5e,asset-review,replace-or-source-via-client,runtime,Image from attributed native/Wiki archives or undocumented export; underlying game artwork may have separate rights.,https://github.com/weirdgloop/osrs-dps-calc/blob/89c3e25/src/public/img/prayers/Steel Skin.png [exact SHA-256] ; https://github.com/weirdgloop/osrs-dps-calc/blob/89c3e25/src/public/img/prayers/Steel_Skin.png [exact SHA-256]
src/main/resources/com/dpscalc/prayers/SUPERHUMAN_STRENGTH.png,5c8f8c683cdec35aabbdecbaf76dcfd16cb685c9f89b379298856e839b88ecd6,675ba7a9b382758d74d20993885999f2fb14eb5e,asset-review,replace-or-source-via-client,runtime,Image from attributed native/Wiki archives or undocumented export; underlying game artwork may have separate rights.,https://github.com/weirdgloop/osrs-dps-calc/blob/89c3e25/src/public/img/prayers/Superhuman_Strength.png [exact SHA-256]
src/main/resources/com/dpscalc/prayers/THICK_SKIN.png,7228392ac1459f72c7c406922541b25117661fe163490165726a1a38a3ee20b2,675ba7a9b382758d74d20993885999f2fb14eb5e,asset-review,replace-or-source-via-client,runtime,Image from attributed native/Wiki archives or undocumented export; underlying game artwork may have separate rights.,https://github.com/weirdgloop/osrs-dps-calc/blob/89c3e25/src/public/img/prayers/Thick Skin.png [exact SHA-256] ; https://github.com/weirdgloop/osrs-dps-calc/blob/89c3e25/src/public/img/prayers/Thick_Skin.png [exact SHA-256]
src/main/resources/com/dpscalc/prayers/ULTIMATE_STRENGTH.png,16f7e6baf2da4b4c82412c274471fbbc756b3cd2089239cd8f3d9639061ebef9,675ba7a9b382758d74d20993885999f2fb14eb5e,asset-review,replace-or-source-via-client,runtime,Image from attributed native/Wiki archives or undocumented export; underlying game artwork may have separate rights.,https://github.com/weirdgloop/osrs-dps-calc/blob/89c3e25/src/public/img/prayers/Ultimate_Strength.png [exact SHA-256]
src/main/resources/com/dpscalc/spells.json,a8f2b1cd425807a60465066151fc4c49becc2209c63d7ced3446cda8d7cc3019,ee589e1a6dafe1f850f1d23a1b093258b30173b0,gpl-data,replace,runtime,"Native/Wiki calculator data or generated fixtures per NOTICE; facts do not clear copied tables, generators or selection.",https://github.com/weirdgloop/osrs-dps-calc/blob/89c3e25/cdn/json/spells.json [exact SHA-256]
src/main/resources/com/dpscalc/ui/bonuses/attack.png,e3160bdb733d04026d9b2b96c894a7c8dbf2f777ecccc729191d9e600a48d7a2,5d71952a2c6c508a3cfc003f9ec0194073e0375c,asset-review,replace-or-source-via-client,runtime,Image from attributed native/Wiki archives or undocumented export; underlying game artwork may have separate rights.,https://github.com/weirdgloop/osrs-dps-calc/blob/89c3e25/src/public/img/bonuses/attack.png [exact SHA-256]
src/main/resources/com/dpscalc/ui/bonuses/attack_speed.png,accda021a2736367c8153c39a7c80b6338473d0c1637cde0a7acc27376327815,5d71952a2c6c508a3cfc003f9ec0194073e0375c,asset-review,replace-or-source-via-client,runtime,Image from attributed native/Wiki archives or undocumented export; underlying game artwork may have separate rights.,https://github.com/weirdgloop/osrs-dps-calc/blob/89c3e25/src/public/img/bonuses/attack_speed.png [exact SHA-256]
src/main/resources/com/dpscalc/ui/bonuses/dagger.png,b29d296164871275399fe9823e60aab91cadbbe18c37b76781aac829556a9634,5d71952a2c6c508a3cfc003f9ec0194073e0375c,asset-review,replace-or-source-via-client,runtime,Image from attributed native/Wiki archives or undocumented export; underlying game artwork may have separate rights.,https://github.com/weirdgloop/osrs-dps-calc/blob/89c3e25/cdn/equipment/Steel dagger.png [exact SHA-256] ; https://github.com/weirdgloop/osrs-dps-calc/blob/89c3e25/src/public/img/bonuses/dagger.png [exact SHA-256]
src/main/resources/com/dpscalc/ui/bonuses/defence.png,957853b06f703c5fda0ada8d947b6b722ed0503543b250a98ebf7444f51cc8f5,5d71952a2c6c508a3cfc003f9ec0194073e0375c,asset-review,replace-or-source-via-client,runtime,Image from attributed native/Wiki archives or undocumented export; underlying game artwork may have separate rights.,https://github.com/weirdgloop/osrs-dps-calc/blob/89c3e25/src/public/img/bonuses/defence.png [exact SHA-256]
src/main/resources/com/dpscalc/ui/bonuses/demon.png,96b72e68322a5842adf8944f55b9c23b23a95695509642b0964559221583c3f2,5d71952a2c6c508a3cfc003f9ec0194073e0375c,asset-review,replace-or-source-via-client,runtime,Image from attributed native/Wiki archives or undocumented export; underlying game artwork may have separate rights.,https://github.com/weirdgloop/osrs-dps-calc/blob/89c3e25/src/public/img/bonuses/demon.png [exact SHA-256]
src/main/resources/com/dpscalc/ui/bonuses/flat_armour.png,b779710cd118435f1590594ed8b40f88c84a3448b1d0dc760f3c4716fd01e288,5d71952a2c6c508a3cfc003f9ec0194073e0375c,asset-review,replace-or-source-via-client,runtime,Image from attributed native/Wiki archives or undocumented export; underlying game artwork may have separate rights.,https://github.com/weirdgloop/osrs-dps-calc/blob/89c3e25/src/public/img/bonuses/flat_armour.png [exact SHA-256]
src/main/resources/com/dpscalc/ui/bonuses/herblore.png,6261b9d896f81e7d31bad8a8326806372326de5c06901130e93136efa76ecc4e,5d71952a2c6c508a3cfc003f9ec0194073e0375c,asset-review,replace-or-source-via-client,runtime,Image from attributed native/Wiki archives or undocumented export; underlying game artwork may have separate rights.,https://github.com/weirdgloop/osrs-dps-calc/blob/89c3e25/src/public/img/bonuses/herblore.png [exact SHA-256]
src/main/resources/com/dpscalc/ui/bonuses/hitpoints.png,08882d872443af27eae89a3678471a6a475a1a9b8f97dd10923aa63442c0b598,5d71952a2c6c508a3cfc003f9ec0194073e0375c,asset-review,replace-or-source-via-client,runtime,Image from attributed native/Wiki archives or undocumented export; underlying game artwork may have separate rights.,https://github.com/weirdgloop/osrs-dps-calc/blob/89c3e25/src/public/img/bonuses/hitpoints.png [exact SHA-256]
src/main/resources/com/dpscalc/ui/bonuses/magic.png,f914ef17e426094f0ebca968beeeae6828bea84b70e1f273fcb4a18908d27756,5d71952a2c6c508a3cfc003f9ec0194073e0375c,asset-review,replace-or-source-via-client,runtime,Image from attributed native/Wiki archives or undocumented export; underlying game artwork may have separate rights.,https://github.com/weirdgloop/osrs-dps-calc/blob/89c3e25/src/public/img/bonuses/magic.png [exact SHA-256]
src/main/resources/com/dpscalc/ui/bonuses/magic_strength.png,4d783aa431ff87d49909caa8d892acb99b8566e3714a53301e108e55538e7109,5d71952a2c6c508a3cfc003f9ec0194073e0375c,asset-review,replace-or-source-via-client,runtime,Image from attributed native/Wiki archives or undocumented export; underlying game artwork may have separate rights.,https://github.com/weirdgloop/osrs-dps-calc/blob/89c3e25/src/public/img/bonuses/magic_strength.png [exact SHA-256]
src/main/resources/com/dpscalc/ui/bonuses/mining.png,9ae6744e4a6606f43303cc8f78abe7aed18a491753b9c0f5f3457ad8b1373eb4,5d71952a2c6c508a3cfc003f9ec0194073e0375c,asset-review,replace-or-source-via-client,runtime,Image from attributed native/Wiki archives or undocumented export; underlying game artwork may have separate rights.,https://github.com/weirdgloop/osrs-dps-calc/blob/89c3e25/src/public/img/bonuses/mining.png [exact SHA-256]
src/main/resources/com/dpscalc/ui/bonuses/ranged.png,3160233293c9ba051cd09e34dd1aab22fd70ff17c81e3899ab9397dde4d717d6,5d71952a2c6c508a3cfc003f9ec0194073e0375c,asset-review,replace-or-source-via-client,runtime,Image from attributed native/Wiki archives or undocumented export; underlying game artwork may have separate rights.,https://github.com/weirdgloop/osrs-dps-calc/blob/89c3e25/src/public/img/bonuses/ranged.png [exact SHA-256]
src/main/resources/com/dpscalc/ui/bonuses/ranged_heavy.png,4ad982de9fc8fcc107a2743ecaefaa992334e66f9d192095ef96cefb8fece1de,5d71952a2c6c508a3cfc003f9ec0194073e0375c,asset-review,replace-or-source-via-client,runtime,Image from attributed native/Wiki archives or undocumented export; underlying game artwork may have separate rights.,
src/main/resources/com/dpscalc/ui/bonuses/ranged_light.png,7653eb3f97192f41d2f66cf83fda45580d4981acb2bb88da91a3fdd08d91ad69,5d71952a2c6c508a3cfc003f9ec0194073e0375c,asset-review,replace-or-source-via-client,runtime,Image from attributed native/Wiki archives or undocumented export; underlying game artwork may have separate rights.,
src/main/resources/com/dpscalc/ui/bonuses/ranged_standard.png,63c587451fd53eee631e69a217442cf1d59d88bcd8ba16a18c47246eb000e6df,5d71952a2c6c508a3cfc003f9ec0194073e0375c,asset-review,replace-or-source-via-client,runtime,Image from attributed native/Wiki archives or undocumented export; underlying game artwork may have separate rights.,
src/main/resources/com/dpscalc/ui/bonuses/ranged_strength.png,2eb35450efc354a5d0f243d5740b3599a1561f1dd81f94975e2eeda3eab108b7,5d71952a2c6c508a3cfc003f9ec0194073e0375c,asset-review,replace-or-source-via-client,runtime,Image from attributed native/Wiki archives or undocumented export; underlying game artwork may have separate rights.,https://github.com/weirdgloop/osrs-dps-calc/blob/89c3e25/src/public/img/bonuses/ranged_strength.png [exact SHA-256]
src/main/resources/com/dpscalc/ui/bonuses/scimitar.png,f5ab84a11f58cc06c3ff35cebb6f1a4d4e96ee91397eb3c8692256724933b307,5d71952a2c6c508a3cfc003f9ec0194073e0375c,asset-review,replace-or-source-via-client,runtime,Image from attributed native/Wiki archives or undocumented export; underlying game artwork may have separate rights.,https://github.com/weirdgloop/osrs-dps-calc/blob/89c3e25/cdn/equipment/Steel scimitar.png [exact SHA-256] ; https://github.com/weirdgloop/osrs-dps-calc/blob/89c3e25/src/public/img/bonuses/scimitar.png [exact SHA-256]
src/main/resources/com/dpscalc/ui/bonuses/strength.png,7a7cbd85433e2d3166f211a626e3b858f5bcd0327eed8fdb6196dc998e27b8d7,5d71952a2c6c508a3cfc003f9ec0194073e0375c,asset-review,replace-or-source-via-client,runtime,Image from attributed native/Wiki archives or undocumented export; underlying game artwork may have separate rights.,https://github.com/weirdgloop/osrs-dps-calc/blob/89c3e25/src/public/img/bonuses/strength.png [exact SHA-256]
src/main/resources/com/dpscalc/ui/bonuses/warhammer.png,9b1e4146cbb2b9d1a1abbf5124870cdbbce0fc56df843118e25dbce636dddc00,5d71952a2c6c508a3cfc003f9ec0194073e0375c,asset-review,replace-or-source-via-client,runtime,Image from attributed native/Wiki archives or undocumented export; underlying game artwork may have separate rights.,https://github.com/weirdgloop/osrs-dps-calc/blob/89c3e25/cdn/equipment/Steel warhammer.png [exact SHA-256] ; https://github.com/weirdgloop/osrs-dps-calc/blob/89c3e25/src/public/img/bonuses/warhammer.png [exact SHA-256]
src/main/resources/com/dpscalc/ui/slots/ammo.png,9525271d80c66675005fb82ca667cc7fd2f1dfbfd91a73ab9cf0befab5f85715,5d71952a2c6c508a3cfc003f9ec0194073e0375c,asset-review,replace-or-source-via-client,runtime,Image from attributed native/Wiki archives or undocumented export; underlying game artwork may have separate rights.,https://github.com/weirdgloop/osrs-dps-calc/blob/89c3e25/src/public/img/slots/ammo.png [exact SHA-256]
src/main/resources/com/dpscalc/ui/slots/body.png,bc3504d20665025d53727af7ec684251b074107bea7b7c477f4cc1ce3325d597,5d71952a2c6c508a3cfc003f9ec0194073e0375c,asset-review,replace-or-source-via-client,runtime,Image from attributed native/Wiki archives or undocumented export; underlying game artwork may have separate rights.,https://github.com/weirdgloop/osrs-dps-calc/blob/89c3e25/src/public/img/slots/body.png [exact SHA-256]
src/main/resources/com/dpscalc/ui/slots/cape.png,98c8ba7efe2853f0b5234723c7de48ea52888fb283c9323d6f43fad4cc85dfd9,5d71952a2c6c508a3cfc003f9ec0194073e0375c,asset-review,replace-or-source-via-client,runtime,Image from attributed native/Wiki archives or undocumented export; underlying game artwork may have separate rights.,https://github.com/weirdgloop/osrs-dps-calc/blob/89c3e25/src/public/img/slots/cape.png [exact SHA-256]
src/main/resources/com/dpscalc/ui/slots/feet.png,2c74c2b7cb5037739241d327d4736a7de40c64686e3d91ce86d788bb2ed25c87,5d71952a2c6c508a3cfc003f9ec0194073e0375c,asset-review,replace-or-source-via-client,runtime,Image from attributed native/Wiki archives or undocumented export; underlying game artwork may have separate rights.,https://github.com/weirdgloop/osrs-dps-calc/blob/89c3e25/src/public/img/slots/feet.png [exact SHA-256]
src/main/resources/com/dpscalc/ui/slots/hands.png,0a070e3c225ff5fa5f82f872e9526250c7cdd6b54e0998c6dfb52b00fa028cbe,5d71952a2c6c508a3cfc003f9ec0194073e0375c,asset-review,replace-or-source-via-client,runtime,Image from attributed native/Wiki archives or undocumented export; underlying game artwork may have separate rights.,https://github.com/weirdgloop/osrs-dps-calc/blob/89c3e25/src/public/img/slots/hands.png [exact SHA-256]
src/main/resources/com/dpscalc/ui/slots/head.png,7780c4c8f1a6d9cd82dc7b521e86acfdaa74bcb9b856b766c26dcefeb8cf1354,5d71952a2c6c508a3cfc003f9ec0194073e0375c,asset-review,replace-or-source-via-client,runtime,Image from attributed native/Wiki archives or undocumented export; underlying game artwork may have separate rights.,https://github.com/weirdgloop/osrs-dps-calc/blob/89c3e25/src/public/img/slots/head.png [exact SHA-256]
src/main/resources/com/dpscalc/ui/slots/legs.png,5cd22f32db2f5a2a2ea82689a1f8732261cc1d146df1a6049a7202196d97f5b4,5d71952a2c6c508a3cfc003f9ec0194073e0375c,asset-review,replace-or-source-via-client,runtime,Image from attributed native/Wiki archives or undocumented export; underlying game artwork may have separate rights.,https://github.com/weirdgloop/osrs-dps-calc/blob/89c3e25/src/public/img/slots/legs.png [exact SHA-256]
src/main/resources/com/dpscalc/ui/slots/neck.png,199d2d61021fcc3ae29f93fe4ffba0dc2cd61b20843d23c80a5ae6d4ce495c4c,5d71952a2c6c508a3cfc003f9ec0194073e0375c,asset-review,replace-or-source-via-client,runtime,Image from attributed native/Wiki archives or undocumented export; underlying game artwork may have separate rights.,https://github.com/weirdgloop/osrs-dps-calc/blob/89c3e25/src/public/img/slots/neck.png [exact SHA-256]
src/main/resources/com/dpscalc/ui/slots/ring.png,8640be519a5c26526e4791b462523e0b8011cb46e8a542cd9dc8430dbfb8f8e1,5d71952a2c6c508a3cfc003f9ec0194073e0375c,asset-review,replace-or-source-via-client,runtime,Image from attributed native/Wiki archives or undocumented export; underlying game artwork may have separate rights.,https://github.com/weirdgloop/osrs-dps-calc/blob/89c3e25/src/public/img/slots/ring.png [exact SHA-256]
src/main/resources/com/dpscalc/ui/slots/shield.png,7a759a6bf4bc029d36e278e60018379cb9c5013e86c8c3c7c275285d7ab7882f,5d71952a2c6c508a3cfc003f9ec0194073e0375c,asset-review,replace-or-source-via-client,runtime,Image from attributed native/Wiki archives or undocumented export; underlying game artwork may have separate rights.,https://github.com/weirdgloop/osrs-dps-calc/blob/89c3e25/src/public/img/slots/shield.png [exact SHA-256]
src/main/resources/com/dpscalc/ui/slots/weapon.png,f6fa87a48c74e01847734810b62c4da7acd3ba92e87cf6cb1b1cda9a148c4586,5d71952a2c6c508a3cfc003f9ec0194073e0375c,asset-review,replace-or-source-via-client,runtime,Image from attributed native/Wiki archives or undocumented export; underlying game artwork may have separate rights.,https://github.com/weirdgloop/osrs-dps-calc/blob/89c3e25/src/public/img/slots/weapon.png [exact SHA-256]
src/main/resources/com/dpscalc/ui/tabs/combat.png,b1dcc1f459031d3a2ee999a2fc24f94356497a148a6226e4f433d352e0abcfa8,5d71952a2c6c508a3cfc003f9ec0194073e0375c,asset-review,replace-or-source-via-client,runtime,Image from attributed native/Wiki archives or undocumented export; underlying game artwork may have separate rights.,https://github.com/weirdgloop/osrs-dps-calc/blob/89c3e25/src/public/img/tabs/combat.png [exact SHA-256]
src/main/resources/com/dpscalc/ui/tabs/equipment.png,ea5c6122151172e4e2025bc6f0fc6394c0f264ee79566112dee158f8ecb41a50,5d71952a2c6c508a3cfc003f9ec0194073e0375c,asset-review,replace-or-source-via-client,runtime,Image from attributed native/Wiki archives or undocumented export; underlying game artwork may have separate rights.,https://github.com/weirdgloop/osrs-dps-calc/blob/89c3e25/src/public/img/tabs/equipment.png [exact SHA-256]
src/main/resources/com/dpscalc/ui/tabs/options.png,338281f6887ec801ba58476db10892b3cab075f5d330d6e134cccf990f077b22,5d71952a2c6c508a3cfc003f9ec0194073e0375c,asset-review,replace-or-source-via-client,runtime,Image from attributed native/Wiki archives or undocumented export; underlying game artwork may have separate rights.,
src/main/resources/com/dpscalc/ui/tabs/prayer.png,b06acba419746047be0e7a2cbcf3e79c0a9bf1e6f692d2d92d98d86fb6d6f8c3,5d71952a2c6c508a3cfc003f9ec0194073e0375c,asset-review,replace-or-source-via-client,runtime,Image from attributed native/Wiki archives or undocumented export; underlying game artwork may have separate rights.,https://github.com/weirdgloop/osrs-dps-calc/blob/89c3e25/src/public/img/tabs/prayer.png [exact SHA-256]
src/main/resources/com/dpscalc/ui/tabs/skills.png,11dd9e1a2c3d514740395f4df3b3873844079af210a47ccd02ef6ef2bee6c115,5d71952a2c6c508a3cfc003f9ec0194073e0375c,asset-review,replace-or-source-via-client,runtime,Image from attributed native/Wiki archives or undocumented export; underlying game artwork may have separate rights.,https://github.com/weirdgloop/osrs-dps-calc/blob/89c3e25/src/public/img/tabs/skills.png [exact SHA-256]
src/main/resources/com/dpscalc/ui/tabs/spells.png,0956bdf24ec4deb965e0847fd296224edd306928b736fbd49b8e4c8209308f6c,5d71952a2c6c508a3cfc003f9ec0194073e0375c,asset-review,replace-or-source-via-client,runtime,Image from attributed native/Wiki archives or undocumented export; underlying game artwork may have separate rights.,https://github.com/weirdgloop/osrs-dps-calc/blob/89c3e25/src/public/img/tabs/spells.png [exact SHA-256]
src/main/resources/com/dpscalc/weapon-styles.json,80aa8b5395bd8a549cc8079b1bd07059db38515e7bf505a61a65f343588a7095,675ba7a9b382758d74d20993885999f2fb14eb5e,gpl-data,replace,runtime,"Native/Wiki calculator data or generated fixtures per NOTICE; facts do not clear copied tables, generators or selection.",
src/main/resources/equipment-domain.json,7cd32e0b7d61a3b3318b235e626bc98f65bc5e3ebd4a8612501e21129a5e305b,ee589e1a6dafe1f850f1d23a1b093258b30173b0,gpl-data,replace,runtime,"Native/Wiki calculator data or generated fixtures per NOTICE; facts do not clear copied tables, generators or selection.",https://github.com/mcdalcin/better-dps-calculator/blob/3fd61bb/src/main/resources/equipment-domain.json [exact SHA-256] ; https://github.com/mcdalcin/better-dps-calculator/blob/3fd61bb/src/test/resources/equipment-domain.json [exact SHA-256]
src/test/java/com/dpscalc/AmmoApplicabilityTest.java,5b52639fe048efb6644f2919a094826ce5b74322c43ed8070662040dbb04f499,ee589e1a6dafe1f850f1d23a1b093258b30173b0,gpl-source,replace,test-only,Native GPL source match/path or substantial token signal; local edits do not establish relicensing rights.,https://github.com/mcdalcin/better-dps-calculator/blob/3fd61bb/src/test/java/com/dpscalc/AmmoApplicabilityTest.java [same filename]
src/test/java/com/dpscalc/AmmoValidityCalculationTest.java,4310705075a1aeccca7c8253a83e4fd831cbf8dff4b50a50e07ba38d977e4c13,ee589e1a6dafe1f850f1d23a1b093258b30173b0,gpl-source,replace,test-only,Native GPL source match/path or substantial token signal; local edits do not establish relicensing rights.,https://github.com/mcdalcin/better-dps-calculator/blob/3fd61bb/src/test/java/com/dpscalc/AmmoValidityCalculationTest.java [exact SHA-256]
src/test/java/com/dpscalc/AttackDistributionTest.java,3c659578b88e9b2510b77efbf6bc76093161d4dd8d1429c2e510409d7b42b90a,ee589e1a6dafe1f850f1d23a1b093258b30173b0,gpl-source,replace,test-only,Native GPL source match/path or substantial token signal; local edits do not establish relicensing rights.,https://github.com/mcdalcin/better-dps-calculator/blob/3fd61bb/src/test/java/com/dpscalc/AttackDistributionTest.java [exact SHA-256]
src/test/java/com/dpscalc/BankOptimizerPanelTest.java,1396a0be826f38705303fb9c445e3e0bcb4e50fa6ea10b3eb6d826057691b26f,10e45ea216379e6ea852be7726fa0d3f44caf2ac,local-candidate,review-and-adapt,test-only,Local history; absence of an archive match is not proof of independent authorship.,
